UBICACIÓN / LOCATION,IMAGEN PLANO,DESARROLLO / DEVELOPMENT,UNIDAD / UNIT,RECAMARAS / BEDROOMS,M2,SQFT,PRECIO DE LISTA / PRICE LIST,DESCUENTO / DISCOUNT %,DESCUENTO / DISCOUNT $,PRECIO FINAL / FINAL PRICE,COTIZAR,OPCION 1,ENGANCHE,MONTO,SALDO,PRECIO ,DESCUENTO TOTAL,OPCION 2,ENGANCHE1,MONTO1,SALDO1,PRECIO1,DESCUENTO TOTAL1,OPCION 3,ENGANCHE2,MONTO2,SALDO2,PRECIO2,DESCUENTO TOTAL2,OPCION 4,ENGANCHE3,MONTO3,6 MESES 10%,12 MESES 10%,SALDO3,PRECIO3,DESCUENTO TOTAL3,OPCION 5,ENGANCHE4,MONTO4,6 MESES 10%1,12 MESES 10%1,SALDO4,PRECIO4,DESCUENTO TOTAL4,OPCION 6,ENGANCHE5,MONTO5,SALDO5,PRECIO5,DESCUENTO TOTAL5,PRECIO6,OPCION 7,ENGANCHE6,MONTO6,A FINANCIAR,MONTO TOTAL A PAGAR,TASA,PLAZO,PAGO MENSUAL,ENGANCHE7,MONTO7,SALDO7,PRECIO7,DESCUENTO TOTAL7,TC PREVENTA,TC TERMINADO,PRECIO DE LISTA / PRICE LIST MXN,DESCUENTO / DISCOUNT % MXN,DESCUENTO / DISCOUNT $ MXN,PRECIO FINAL / FINAL PRICE MXN,TC CAD,PRECIO DE LISTA / PRICE LIST CAD,DESCUENTO / DISCOUNT % CAD,DESCUENTO / DISCOUNT $ CAD,PRECIO FINAL / FINAL PRICE CAD,,DESARROLLO / DEVELOPMENT,UNIDAD / UNIT,RECAMARAS / BEDROOMS,M2,SQFT,PRECIO DE LISTA / PRICE LIST,DESCUENTO / DISCOUNT %,DESCUENTO / DISCOUNT $,PRECIO FINAL / FINAL PRICE,,,BAJA ,MEDIO ,ALTA ,FIESTAS ,,,BAJA ,MEDIO ,ALTA,FIESTAS ,,INGRESO BRUTO,30% ADMIN,GASTOS GENERALES,MANTENIMIENTO,PREDIAL,RETORNO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_294e9fef28ec46489076321de47803ba~mv2.jpg,SOLAR MT,125,STUDIO,38,409,244211,,0,244211,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,73263,24421,24421,122106,244211,,Forma de pago / Payment plan 2,50%,117221,23444,23444,70333,234443,9768,Forma de pago / Payment plan 3,80%,185601,46400,232001,12211,,,,,,,,,,50%,122106,122106,239327,4884,22,,5372651,0,0,5372651,15,370528,0%,0,370528,,SOLAR MT,125,STUDIO,38,409,"$244,211",,,"$244,211",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,596.00",$244.21,3.57%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_a6d9da0ae2b24fa1b1b34b2edec58a97~mv2.jpg,SOLAR MT,126,STUDIO,33,360,233606,,0,233606,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,70082,23361,23361,116803,233606,,Forma de pago / Payment plan 2,50%,112131,22426,22426,67278,224262,9344,Forma de pago / Payment plan 3,80%,177540,44385,221926,11680,,,,,,,,,,50%,116803,116803,228934,4672,22,,5139328,0,0,5139328,15,354436,0%,0,354436,,SOLAR MT,126,STUDIO,33,360,"$233,606",,,"$233,606",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$233.61,3.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_ae5b6c38af204f46a04d824db94c9fb3~mv2.jpg,SOLAR MT,128,STUDIO,33,360,233606,,0,233606,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,70082,23361,23361,116803,233606,,Forma de pago / Payment plan 2,50%,112131,22426,22426,67278,224262,9344,Forma de pago / Payment plan 3,80%,177540,44385,221926,11680,,,,,,,,,,50%,116803,116803,228934,4672,22,,5139328,0,0,5139328,15,354436,0%,0,354436,,SOLAR MT,128,STUDIO,33,360,"$233,606",,,"$233,606",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$233.61,3.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_0820a3a80d1a41cf8ebb3723e7466aea~mv2.jpg,SOLAR MT,129,STUDIO,28,304,181905,,0,181905,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,54571,18190,18190,90952,181905,,Forma de pago / Payment plan 2,50%,87314,17463,17463,52389,174629,7276,Forma de pago / Payment plan 3,80%,138248,34562,172809,9095,,,,,,,,,,50%,90952,90952,178267,3638,22,,4001903,0,0,4001903,15,275993,0%,0,275993,,SOLAR MT,129,STUDIO,28,304,"$181,905",,,"$181,905",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,176.00",$181.90,5.06%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_e2a67613464144a4b138e25ea84eaea9~mv2.jpg,SOLAR MT,130,STUDIO,33,360,233606,,0,233606,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,70082,23361,23361,116803,233606,,Forma de pago / Payment plan 2,50%,112131,22426,22426,67278,224262,9344,Forma de pago / Payment plan 3,80%,177540,44385,221926,11680,,,,,,,,,,50%,116803,116803,228934,4672,22,,5139328,0,0,5139328,15,354436,0%,0,354436,,SOLAR MT,130,STUDIO,33,360,"$233,606",,,"$233,606",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$233.61,3.83%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_dd630f59269749e483517464109ba420~mv2.jpg,SOLAR MT,131,STUDIO,30,322,192321,,0,192321,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,57696,19232,19232,96161,192321,,Forma de pago / Payment plan 2,50%,92314,18463,18463,55389,184628,7693,Forma de pago / Payment plan 3,80%,146164,36541,182705,9616,,,,,,,,,,50%,96161,96161,188475,3846,22,,4231069,0,0,4231069,15,291798,0%,0,291798,,SOLAR MT,131,STUDIO,30,322,"$192,321",,,"$192,321",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,260.00",$192.32,4.74%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_2b5dd600433141dea28b87651a526cfe~mv2.jpg,SOLAR MT,132,STUDIO,36,384,249683,,0,249683,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,74905,24968,24968,124841,249683,,Forma de pago / Payment plan 2,50%,119848,23970,23970,71909,239695,9987,Forma de pago / Payment plan 3,80%,189759,47440,237199,12484,,,,,,,,,,50%,124841,124841,244689,4994,22,,5493022,0,0,5493022,15,378829,0%,0,378829,,SOLAR MT,132,STUDIO,36,384,"$249,683",,,"$249,683",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,512.00",$249.68,3.52%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_d7772456c9594510a60f74c9e6d01626~mv2.jpg,SOLAR MT,201,STUDIO,33,360,220906,,0,220906,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,66272,22091,22091,110453,220906,,Forma de pago / Payment plan 2,50%,106035,21207,21207,63621,212070,8836,Forma de pago / Payment plan 3,80%,167889,41972,209861,11045,,,,,,,,,,50%,110453,110453,216488,4418,22,,4859936,0,0,4859936,15,335168,0%,0,335168,,SOLAR MT,201,STUDIO,33,360,"$220,906",,,"$220,906",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$220.91,4.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_6148f6fed2cf40289c6e5e1498cc70f1~mv2.jpg,SOLAR MT,202,STUDIO,33,360,220906,,0,220906,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,66272,22091,22091,110453,220906,,Forma de pago / Payment plan 2,50%,106035,21207,21207,63621,212070,8836,Forma de pago / Payment plan 3,80%,167889,41972,209861,11045,,,,,,,,,,50%,110453,110453,216488,4418,22,,4859936,0,0,4859936,15,335168,0%,0,335168,,SOLAR MT,202,STUDIO,33,360,"$220,906",,,"$220,906",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$220.91,4.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_a8da67adc1a74a7a9e37ac979e0c8d7f~mv2.jpg,SOLAR MT,204,1 RECAMARA,81,873,574471,5%,28724,545748,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,163724,54575,54575,272874,545748,,Forma de pago / Payment plan 2,50%,261384,52277,52277,156831,522769,22979,Forma de pago / Payment plan 3,80%,414768,103692,518460,28724,,,,,,,,,,50%,272874,272874,534833,10915,22,,12638366,631918,0,12006448,15,871611,5%,43581,828031,,SOLAR MT,204,1 RECAMARA,81,873,"$574,471",5%,"$28,724","$545,748",,,$90,$130,$150,$200,,,,,,,,"$31,416.00","$9,424.80","$3,000.00","$3,402.00",$545.75,2.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_01f82d02108f4d0ca5aa874f2b0e7f6c~mv2.jpg,SOLAR MT,205,STUDIO,32,345,208390,,0,208390,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,62517,20839,20839,104195,208390,,Forma de pago / Payment plan 2,50%,100027,20005,20005,60016,200054,8336,Forma de pago / Payment plan 3,80%,158376,39594,197971,10420,,,,,,,,,,50%,104195,104195,204222,4168,22,,4584580,0,0,4584580,15,316178,0%,0,316178,,SOLAR MT,205,STUDIO,32,345,"$208,390",,,"$208,390",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,344.00",$208.39,4.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_92b7dcb00cd54a14965b2460c260e6e6~mv2.jpg,SOLAR MT,206,STUDIO,33,360,220906,,0,220906,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,66272,22091,22091,110453,220906,,Forma de pago / Payment plan 2,50%,106035,21207,21207,63621,212070,8836,Forma de pago / Payment plan 3,80%,167889,41972,209861,11045,,,,,,,,,,50%,110453,110453,216488,4418,22,,4859936,0,0,4859936,15,335168,0%,0,335168,,SOLAR MT,206,STUDIO,33,360,"$220,906",,,"$220,906",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$220.91,4.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_1f8d0693af7e4438bd164c4c2bbeb27b~mv2.jpg,SOLAR MT,207,STUDIO,28,304,183885,,0,183885,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,55166,18389,18389,91943,183885,,Forma de pago / Payment plan 2,50%,88265,17653,17653,52959,176530,7355,Forma de pago / Payment plan 3,80%,139753,34938,174691,9194,,,,,,,,,,50%,91943,91943,180207,3678,22,,4045470,0,0,4045470,15,278998,0%,0,278998,,SOLAR MT,207,STUDIO,28,304,"$183,885",,,"$183,885",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,176.00",$183.89,5.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_dd94d2ba08de4b25bd1d91caec10cef1~mv2.jpg,SOLAR MT,208,STUDIO,33,360,220906,,0,220906,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,66272,22091,22091,110453,220906,,Forma de pago / Payment plan 2,50%,106035,21207,21207,63621,212070,8836,Forma de pago / Payment plan 3,80%,167889,41972,209861,11045,,,,,,,,,,50%,110453,110453,216488,4418,22,,4859936,0,0,4859936,15,335168,0%,0,335168,,SOLAR MT,208,STUDIO,33,360,"$220,906",,,"$220,906",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$220.91,4.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_bcd31d1b4ecb4f0cbea8e96e1564982a~mv2.jpg,SOLAR MT,209,STUDIO,28,304,183885,,0,183885,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,55166,18389,18389,91943,183885,,Forma de pago / Payment plan 2,50%,88265,17653,17653,52959,176530,7355,Forma de pago / Payment plan 3,80%,139753,34938,174691,9194,,,,,,,,,,50%,91943,91943,180207,3678,22,,4045470,0,0,4045470,15,278998,0%,0,278998,,SOLAR MT,209,STUDIO,28,304,"$183,885",,,"$183,885",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,176.00",$183.89,5.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_714edc049f31469d939d3396c2255789~mv2.jpg,SOLAR MT,210,STUDIO,33,360,220906,,0,220906,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,66272,22091,22091,110453,220906,,Forma de pago / Payment plan 2,50%,106035,21207,21207,63621,212070,8836,Forma de pago / Payment plan 3,80%,167889,41972,209861,11045,,,,,,,,,,50%,110453,110453,216488,4418,22,,4859936,0,0,4859936,15,335168,0%,0,335168,,SOLAR MT,210,STUDIO,33,360,"$220,906",,,"$220,906",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$220.91,4.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_b00ed31efe864e85b27a3340d09db39d~mv2.jpg,SOLAR MT,211,STUDIO,28,304,183885,,0,183885,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,55166,18389,18389,91943,183885,,Forma de pago / Payment plan 2,50%,88265,17653,17653,52959,176530,7355,Forma de pago / Payment plan 3,80%,139753,34938,174691,9194,,,,,,,,,,50%,91943,91943,180207,3678,22,,4045470,0,0,4045470,15,278998,0%,0,278998,,SOLAR MT,211,STUDIO,28,304,"$183,885",,,"$183,885",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,176.00",$183.89,5.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_00314e3b885840d08abe6b8a1661cee1~mv2.jpg,SOLAR MT,212,STUDIO,33,360,220906,,0,220906,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,66272,22091,22091,110453,220906,,Forma de pago / Payment plan 2,50%,106035,21207,21207,63621,212070,8836,Forma de pago / Payment plan 3,80%,167889,41972,209861,11045,,,,,,,,,,50%,110453,110453,216488,4418,22,,4859936,0,0,4859936,15,335168,0%,0,335168,,SOLAR MT,212,STUDIO,33,360,"$220,906",,,"$220,906",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$220.91,4.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_6675b452b6e54a89bae840305f59bddf~mv2.jpg,SOLAR MT,213,STUDIO,28,304,183885,,0,183885,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,55166,18389,18389,91943,183885,,Forma de pago / Payment plan 2,50%,88265,17653,17653,52959,176530,7355,Forma de pago / Payment plan 3,80%,139753,34938,174691,9194,,,,,,,,,,50%,91943,91943,180207,3678,22,,4045470,0,0,4045470,15,278998,0%,0,278998,,SOLAR MT,213,STUDIO,28,304,"$183,885",,,"$183,885",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,176.00",$183.89,5.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_caf614e7596c44d49138f55515c40ae5~mv2.jpg,SOLAR MT,214,STUDIO,33,360,220906,,0,220906,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,66272,22091,22091,110453,220906,,Forma de pago / Payment plan 2,50%,106035,21207,21207,63621,212070,8836,Forma de pago / Payment plan 3,80%,167889,41972,209861,11045,,,,,,,,,,50%,110453,110453,216488,4418,22,,4859936,0,0,4859936,15,335168,0%,0,335168,,SOLAR MT,214,STUDIO,33,360,"$220,906",,,"$220,906",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$220.91,4.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_7c793ace96b649619b067f3c1c255b8e~mv2.jpg,SOLAR MT,215,STUDIO,34,365,220610,,0,220610,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,66183,22061,22061,110305,220610,,Forma de pago / Payment plan 2,50%,105893,21179,21179,63536,211786,8824,Forma de pago / Payment plan 3,80%,167664,41916,209580,11031,,,,,,,,,,50%,110305,110305,216198,4412,22,,4853420,0,0,4853420,15,334719,0%,0,334719,,SOLAR MT,215,STUDIO,34,365,"$220,610",,,"$220,610",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,428.00",$220.61,4.04%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_c80a92dfff5f4e07ad858fdfe3682c1e~mv2.jpg,SOLAR MT,216,1 RECAMARA,57,613,376307,5%,18815,357492,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,107248,35749,35749,178746,357492,,Forma de pago / Payment plan 2,50%,171220,34244,34244,102732,342440,15052,Forma de pago / Payment plan 3,80%,271694,67923,339617,18815,,,,,,,,,,50%,178746,178746,350342,7150,22,,8278761,413938,0,7864823,15,570949,5%,28547,542402,,SOLAR MT,216,1 RECAMARA,57,613,"$376,307",5%,"$18,815","$357,492",,,$90,$130,$150,$200,,,,,,,,"$31,416.00","$9,424.80","$3,000.00","$2,394.00",$357.49,4.54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_7f513dd742eb42e99d5b3ce2d97698da~mv2.jpg,SOLAR MT,217,STUDIO,33,360,220906,,0,220906,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,66272,22091,22091,110453,220906,,Forma de pago / Payment plan 2,50%,106035,21207,21207,63621,212070,8836,Forma de pago / Payment plan 3,80%,167889,41972,209861,11045,,,,,,,,,,50%,110453,110453,216488,4418,22,,4859936,0,0,4859936,15,335168,0%,0,335168,,SOLAR MT,217,STUDIO,33,360,"$220,906",,,"$220,906",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$220.91,4.05%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_f61a5419b14b4752ac52101009225645~mv2.jpg,SOLAR MT,219,STUDIO,32,345,208390,,0,208390,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,62517,20839,20839,104195,208390,,Forma de pago / Payment plan 2,50%,100027,20005,20005,60016,200054,8336,Forma de pago / Payment plan 3,80%,158376,39594,197971,10420,,,,,,,,,,50%,104195,104195,204222,4168,22,,4584580,0,0,4584580,15,316178,0%,0,316178,,SOLAR MT,219,STUDIO,32,345,"$208,390",,,"$208,390",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,344.00",$208.39,4.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_014914db0f6846608cf2854762e0ca69~mv2.jpg,SOLAR MT,220,STUDIO,33,356,218857,,0,218857,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,65657,21886,21886,109429,218857,,Forma de pago / Payment plan 2,50%,105051,21010,21010,63031,210103,8754,Forma de pago / Payment plan 3,80%,166331,41583,207914,10943,,,,,,,,,,50%,109429,109429,214480,4377,22,,4814856,0,0,4814856,15,332059,0%,0,332059,,SOLAR MT,220,STUDIO,33,356,"$218,857",,,"$218,857",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$218.86,4.09%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_238251bb305b4d5da461300650fb5771~mv2.jpg,SOLAR MT,221,1 RECAMARA,81,873,574471,5%,28724,545748,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,163724,54575,54575,272874,545748,,Forma de pago / Payment plan 2,50%,261384,52277,52277,156831,522769,22979,Forma de pago / Payment plan 3,80%,414768,103692,518460,28724,,,,,,,,,,50%,272874,272874,534833,10915,22,,12638366,631918,0,12006448,15,871611,5%,43581,828031,,SOLAR MT,221,1 RECAMARA,81,873,"$574,471",5%,"$28,724","$545,748",,,$90,$130,$150,$200,,,,,,,,"$31,416.00","$9,424.80","$3,000.00","$3,402.00",$545.75,2.76%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_1e92c3f52ed9441c953a3e58eb18b10a~mv2.jpg,SOLAR MT,222,STUDIO,33,360,236614,,0,236614,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,70984,23661,23661,118307,236614,,Forma de pago / Payment plan 2,50%,113575,22715,22715,68145,227149,9465,Forma de pago / Payment plan 3,80%,179826,44957,224783,11831,,,,,,,,,,50%,118307,118307,231881,4732,22,,5205499,0,0,5205499,15,359000,0%,0,359000,,SOLAR MT,222,STUDIO,33,360,"$236,614",,,"$236,614",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$236.61,3.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_c25502537b8e4bd18c0d1d7ab6bac11f~mv2.jpg,SOLAR MT,223,STUDIO,33,360,236614,,0,236614,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,70984,23661,23661,118307,236614,,Forma de pago / Payment plan 2,50%,113575,22715,22715,68145,227149,9465,Forma de pago / Payment plan 3,80%,179826,44957,224783,11831,,,,,,,,,,50%,118307,118307,231881,4732,22,,5205499,0,0,5205499,15,359000,0%,0,359000,,SOLAR MT,223,STUDIO,33,360,"$236,614",,,"$236,614",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$236.61,3.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_315fc6b2d26f4703b14b99207cb899da~mv2.jpg,SOLAR MT,224,STUDIO,33,360,236614,,0,236614,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,70984,23661,23661,118307,236614,,Forma de pago / Payment plan 2,50%,113575,22715,22715,68145,227149,9465,Forma de pago / Payment plan 3,80%,179826,44957,224783,11831,,,,,,,,,,50%,118307,118307,231881,4732,22,,5205499,0,0,5205499,15,359000,0%,0,359000,,SOLAR MT,224,STUDIO,33,360,"$236,614",,,"$236,614",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$236.61,3.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_7707556799e546c9974026f46c649684~mv2.jpg,SOLAR MT,225,STUDIO,38,409,246870,,0,246870,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,74061,24687,24687,123435,246870,,Forma de pago / Payment plan 2,50%,118498,23700,23700,71099,236995,9875,Forma de pago / Payment plan 3,80%,187621,46905,234527,12344,,,,,,,,,,50%,123435,123435,241933,4937,22,,5431140,0,0,5431140,15,374561,0%,0,374561,,SOLAR MT,225,STUDIO,38,409,"$246,870",,,"$246,870",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,596.00",$246.87,3.53%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_850cff0b21f246c9beecbc9132e6341d~mv2.jpg,SOLAR MT,226,STUDIO,33,360,236614,,0,236614,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,70984,23661,23661,118307,236614,,Forma de pago / Payment plan 2,50%,113575,22715,22715,68145,227149,9465,Forma de pago / Payment plan 3,80%,179826,44957,224783,11831,,,,,,,,,,50%,118307,118307,231881,4732,22,,5205499,0,0,5205499,15,359000,0%,0,359000,,SOLAR MT,226,STUDIO,33,360,"$236,614",,,"$236,614",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,386.00",$236.61,3.78%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAYA DEL CARMEN,https://static.wixstatic.com/media/5ed051_76a088ce25f342bd95fde3421ab5d64d~mv2.jpg,SOLAR MT,227,STUDIO,28,304,183885,,0,183885,💰 Cotizar,,,,,,,,,,,,,,,,,,,Forma de pago / Payment plan 1,30%,55166,18389,18389,91943,183885,,Forma de pago / Payment plan 2,50%,88265,17653,17653,52959,176530,7355,Forma de pago / Payment plan 3,80%,139753,34938,174691,9194,,,,,,,,,,50%,91943,91943,180207,3678,22,,4045470,0,0,4045470,15,278998,0%,0,278998,,SOLAR MT,227,STUDIO,28,304,"$183,885",,,"$183,885",,,$55,$75,$95,$140,,,,,,,,"$19,375.00","$5,812.50","$3,000.00","$1,176.00",$183.89,5.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
